Transaction_ID,User_ID,Transaction_Description,Amount,Location,Timestamp
2579,4203,walmart shopping 13809,1380.9,"South Richard, Netherlands Antilles",21-02-2025 12:32
2580,3303,gas station payment 516162,5161.62,"Port Roberttown, Thailand",01-02-2025 04:29
2581,4034,suspicious wire transfer 75807,7580.7,"Pattersonside, Puerto Rico",12-01-2025 22:40
2582,1604,paypal transfer 826609,8266.09,"South John, Moldova",25-02-2025 04:28
2583,2730,amazon purchase 762372,7623.72,"Bassport, Spain",19-02-2025 11:26
2584,3289,walmart shopping 122516,1225.16,"Dianabury, French Polynesia",23-01-2025 01:30
2585,2685,amazon purchase 392623,3926.23,"New Shannonberg, Chile",28-02-2025 19:34
2586,2482,paypal transfer 188336,1883.36,"North Paultown, Montenegro",03-02-2025 16:48
2587,3987,amazon purchase 258046,2580.46,"Lake Joshuaburgh, American Samoa",05-03-2025 21:31
2588,1905,suspicious wire transfer 826433,8264.33,"West Mollyland, Cayman Islands",19-02-2025 15:51
2589,2881,paypal transfer 742991,7429.91,"North Jessechester, Malaysia",03-02-2025 11:53
2590,3569,paypal transfer 161897,1618.97,"Noahfort, Greece",04-03-2025 22:25
2591,3210,paypal transfer 853405,8534.05,"New Edwardshire, Nepal",10-01-2025 03:25
2592,4073,walmart shopping 746997,7469.97,"Rickyberg, Denmark",09-03-2025 07:14
2593,4846,walmart shopping 539423,5394.23,"East Steven, Germany",02-02-2025 17:28
2594,2004,amazon purchase 600248,6002.48,"Moorefurt, Latvia",08-01-2025 03:22
2595,2029,gas station payment 869796,8697.96,"North Derrick, Turkmenistan",20-01-2025 19:34
2596,2502,amazon purchase 513722,5137.22,"Davisberg, Guinea-Bissau",04-01-2025 15:44
2597,2281,gas station payment 796206,7962.06,"Meyerchester, Bermuda",09-03-2025 11:31
2598,1687,credit card payment 221551,2215.51,"North William, Puerto Rico",22-02-2025 12:55
2599,2424,gas station payment 12108,121.08,"South Michaelhaven, Macao",22-01-2025 05:41
2600,3184,suspicious wire transfer 956205,9562.05,"New Dustin, Tokelau",25-01-2025 12:05
2601,1580,walmart shopping 353104,3531.04,"North Brittanyland, Somalia",28-01-2025 15:00
2602,4254,amazon purchase 724237,7242.37,"Jenniferhaven, Switzerland",13-02-2025 05:15
2603,1083,amazon purchase 60168,601.68,"Danielfurt, Madagascar",02-01-2025 07:04
2604,3590,amazon purchase 619941,6199.41,"New Justinview, Mozambique",17-01-2025 15:34
2605,1792,suspicious wire transfer 916409,9164.09,"New Catherineton, Oman",16-01-2025 22:02
2606,1693,gas station payment 135212,1352.12,"Martinfurt, Uruguay",13-01-2025 00:47
2607,3591,amazon purchase 474527,4745.27,"West Williamfort, Solomon Islands",04-03-2025 07:55
2608,3563,walmart shopping 984868,9848.68,"Christinaport, Iran",03-02-2025 04:09
2609,3798,paypal transfer 81786,8178.6,"Jacobsonchester, Timor-Leste",04-03-2025 13:16
2610,4060,gas station payment 36332,3633.2,"Lake Antonio, Slovenia",18-01-2025 16:58
2611,2808,suspicious wire transfer 452705,4527.05,"Port Amy, Ukraine",12-02-2025 11:22
2612,3972,walmart shopping 542311,5423.11,"Andreaport, Argentina",03-03-2025 00:11
2613,1643,suspicious wire transfer 435543,4355.43,"New Daltonshire, Bosnia and Herzegovina",04-02-2025 01:04
2614,4151,amazon purchase 835401,8354.01,"Jenniferberg, Mauritania",01-02-2025 17:40
2615,4738,amazon purchase 626942,6269.42,"South Williamberg, Haiti",09-02-2025 08:34
2616,4977,suspicious wire transfer 549475,5494.75,"Christopherhaven, San Marino",15-02-2025 03:10
2617,4214,gas station payment 154754,1547.54,"Port Dianamouth, Chile",04-02-2025 01:59
2618,1757,gas station payment 242192,2421.92,"Lake Caseyfurt, India",08-01-2025 21:48
2619,3230,credit card payment 790239,7902.39,"New Eugeneside, Czech Republic",05-02-2025 02:33
2620,2777,gas station payment 314451,3144.51,"Adamberg, Cote d'Ivoire",02-02-2025 22:53
2621,4000,paypal transfer 349488,3494.88,"Juliemouth, Sao Tome and Principe",04-03-2025 08:40
2622,1715,credit card payment 790107,7901.07,"Welchside, Italy",03-02-2025 23:21
2623,1894,suspicious wire transfer 684444,6844.44,"Reedchester, Kenya",08-02-2025 00:24
2624,4217,amazon purchase 36815,368.15,"South Robertview, Cocos (Keeling) Islands",10-02-2025 03:51
2625,4232,credit card payment 19428,194.28,"Jasonstad, Gabon",20-02-2025 23:10
2626,4476,paypal transfer 90500,9050,"Lake Douglas, Cook Islands",19-02-2025 16:35
2627,3021,credit card payment 317673,3176.73,"Fisherstad, Guatemala",26-02-2025 09:31
2628,4263,credit card payment 853697,8536.97,"North Kellychester, Burkina Faso",01-02-2025 19:05
2629,1574,gas station payment 72603,7260.3,"South Shaun, Barbados",23-02-2025 22:44
2630,2427,walmart shopping 712333,7123.33,"West Joelchester, Myanmar",27-02-2025 06:25
2631,4130,suspicious wire transfer 177405,1774.05,"Meganland, Morocco",08-01-2025 21:36
2632,1574,credit card payment 403742,4037.42,"New Elizabethtown, Cambodia",29-01-2025 21:32
2633,4231,suspicious wire transfer 697472,6974.72,"Port Kelly, Italy",08-02-2025 04:02
2634,1717,credit card payment 321015,3210.15,"Mooreview, France",20-02-2025 18:31
2635,1682,gas station payment 869103,8691.03,"Lake Brenda, Bhutan",10-01-2025 01:51
2636,1755,walmart shopping 819588,8195.88,"Paultown, Antigua and Barbuda",12-02-2025 15:31
2637,2193,walmart shopping 27362,273.62,"West Mario, Timor-Leste",14-02-2025 17:22
2638,2671,walmart shopping 513041,5130.41,"New Jessica, Sweden",05-02-2025 03:45
2639,4642,suspicious wire transfer 104974,1049.74,"South Johnborough, Senegal",11-02-2025 02:34
2640,4134,amazon purchase 712732,7127.32,"Sheamouth, Estonia",23-01-2025 10:24
2641,4353,suspicious wire transfer 924434,9244.34,"New Thomas, Czech Republic",12-02-2025 16:00
2642,2968,suspicious wire transfer 383179,3831.79,"Whiteton, Iraq",05-03-2025 18:22
2643,1959,credit card payment 60716,6071.6,"North Deborahburgh, Samoa",29-01-2025 08:29
2644,4275,amazon purchase 218256,2182.56,"East Jacqueline, Madagascar",02-01-2025 15:14
2645,2498,paypal transfer 249227,2492.27,"Lopezfurt, Reunion",05-01-2025 15:47
2646,1340,suspicious wire transfer 786027,7860.27,"Jasonland, Chad",21-02-2025 03:01
2647,2177,walmart shopping 293415,2934.15,"Westton, Netherlands Antilles",20-01-2025 11:31
2648,4281,paypal transfer 204181,2041.81,"North Eugene, French Polynesia",14-02-2025 00:48
2649,2073,amazon purchase 530984,5309.84,"South Taylor, Montenegro",21-02-2025 17:42
2650,1566,paypal transfer 742501,7425.01,"Huertamouth, Tokelau",17-01-2025 14:59
2651,1920,paypal transfer 45983,459.83,"Randyberg, Palau",07-01-2025 13:31
2652,4522,credit card payment 793898,7938.98,"Lake Carl, Guadeloupe",24-01-2025 03:50
2653,1052,gas station payment 275579,2755.79,"Buchananville, Cook Islands",11-02-2025 10:32
2654,4692,credit card payment 457324,4573.24,"New Tina, Mauritania",28-02-2025 04:27
2655,3484,paypal transfer 682411,6824.11,"Farmerside, Monaco",02-03-2025 13:08
2656,1694,amazon purchase 712755,7127.55,"Laurastad, Namibia",25-02-2025 14:12
2657,2562,walmart shopping 435708,4357.08,"Bethanybury, Morocco",24-02-2025 16:54
2658,1988,paypal transfer 855188,8551.88,"Lake Thomas, United States Virgin Islands",27-02-2025 07:53
2659,3205,amazon purchase 619077,6190.77,"Salazarfort, Bangladesh",05-03-2025 23:09
2660,3093,walmart shopping 101898,1018.98,"New Elizabeth, Gambia",02-03-2025 03:27
2661,4842,gas station payment 396026,3960.26,"Reynoldshaven, Barbados",02-02-2025 16:18
2662,1445,paypal transfer 903705,9037.05,"South Jasonmouth, Sao Tome and Principe",22-01-2025 05:22
2663,1673,amazon purchase 827735,8277.35,"Shellyfort, Canada",22-02-2025 01:47
2664,1995,walmart shopping 950413,9504.13,"East Edwardburgh, Antarctica (the territory South of 60 deg S)",12-02-2025 14:13
2665,1463,gas station payment 769266,7692.66,"Lake Heatherstad, Finland",21-01-2025 09:46
2666,4598,amazon purchase 90444,904.44,"Christinaborough, Sri Lanka",11-03-2025 05:08
2667,3355,paypal transfer 203299,2032.99,"North David, Palestinian Territory",23-01-2025 08:43
2668,2398,suspicious wire transfer 193147,1931.47,"Amberton, Maldives",09-03-2025 10:30
2669,4226,paypal transfer 698649,6986.49,"Richmondville, French Guiana",05-01-2025 09:10
2670,1526,amazon purchase 10228,1022.8,"West Ashleyland, Somalia",10-02-2025 00:26
2671,4818,credit card payment 932356,9323.56,"North Christopherside, Antarctica (the territory South of 60 deg S)",09-02-2025 17:04
2672,2741,gas station payment 641104,6411.04,"Port Jenniferchester, Palestinian Territory",21-02-2025 04:55
2673,2599,paypal transfer 87788,8778.8,"New Juliaview, Angola",21-01-2025 14:17
2674,2050,suspicious wire transfer 550019,5500.19,"South Bethanyport, Iceland",12-01-2025 21:37
2675,1916,paypal transfer 592554,5925.54,"East Ashleystad, Vietnam",02-02-2025 23:54
2676,4223,walmart shopping 176058,1760.58,"Alberthaven, United Arab Emirates",15-02-2025 19:19
2677,3871,credit card payment 204224,2042.24,"Sandraport, United States Virgin Islands",11-01-2025 04:14
2678,1671,walmart shopping 984546,9845.46,"East Angelaview, Congo",04-02-2025 03:50
2679,1816,paypal transfer 273713,2737.13,"New Jimmy, Angola",11-02-2025 19:35
2680,4142,credit card payment 23792,237.92,"Howardshire, Guadeloupe",22-01-2025 17:30
2681,2943,gas station payment 582104,5821.04,"Lake Nicholasberg, Sao Tome and Principe",01-02-2025 06:13
2682,1275,walmart shopping 888951,8889.51,"Martinezmouth, Kuwait",04-02-2025 14:47
2683,1201,credit card payment 715877,7158.77,"South Katieburgh, Taiwan",16-02-2025 11:21
2684,2598,walmart shopping 790054,7900.54,"Tomshire, Puerto Rico",16-01-2025 20:16
2685,2943,walmart shopping 271572,2715.72,"West Paul, Guatemala",03-03-2025 18:42
2686,3070,credit card payment 102676,1026.76,"Gatesport, Ecuador",25-01-2025 07:33
2687,1756,gas station payment 957299,9572.99,"South Scott, Bahamas",07-01-2025 18:02
2688,3837,amazon purchase 43216,4321.6,"Jennifertown, Gabon",11-03-2025 02:32
2689,2779,walmart shopping 310201,3102.01,"Duranshire, Marshall Islands",29-01-2025 23:17
2690,2234,amazon purchase 555194,5551.94,"Hannahchester, Brazil",18-02-2025 10:34
2691,2190,paypal transfer 393078,3930.78,"Dennisside, United States of America",07-01-2025 01:57
2692,2484,gas station payment 62598,625.98,"South Staceybury, Norfolk Island",27-01-2025 07:37
2693,4392,paypal transfer 815362,8153.62,"New Connorburgh, Azerbaijan",01-03-2025 21:15
2694,4891,amazon purchase 792302,7923.02,"Seanshire, Peru",08-03-2025 02:01
2695,4750,gas station payment 495008,4950.08,"Randymouth, Sudan",23-02-2025 18:49
2696,2542,credit card payment 32343,323.43,"North Jared, Finland",12-01-2025 10:17
2697,2430,amazon purchase 884414,8844.14,"Smithland, Netherlands Antilles",10-03-2025 01:17
2698,1130,paypal transfer 356283,3562.83,"Zavalaborough, Sweden",12-01-2025 00:13
2699,3590,amazon purchase 404677,4046.77,"Lake Michael, Costa Rica",06-02-2025 08:10
2700,4451,paypal transfer 612222,6122.22,"New Kaitlynmouth, India",02-03-2025 03:51
2701,3140,credit card payment 634042,6340.42,"Benjaminport, Ireland",01-03-2025 16:23
2702,4783,gas station payment 23097,230.97,"North David, Christmas Island",16-01-2025 09:05
2703,3773,amazon purchase 788775,7887.75,"North Jeffreyhaven, Mexico",18-02-2025 03:06
2704,3207,credit card payment 203978,2039.78,"South Amanda, Martinique",26-01-2025 22:17
2705,2161,amazon purchase 471305,4713.05,"Chenton, Papua New Guinea",07-03-2025 15:08
2706,2564,walmart shopping 940888,9408.88,"South Susanberg, Venezuela",11-02-2025 23:25
2707,3883,credit card payment 407672,4076.72,"Sarahtown, Nauru",24-02-2025 14:02
2708,2356,suspicious wire transfer 231334,2313.34,"Soniaberg, Bhutan",12-01-2025 01:40
2709,2766,suspicious wire transfer 289756,2897.56,"Matthewstad, Antarctica (the territory South of 60 deg S)",31-01-2025 15:35
2710,1021,amazon purchase 380087,3800.87,"Amandaton, Tunisia",12-03-2025 05:24
2711,3059,gas station payment 417025,4170.25,"East Nicoleshire, Kazakhstan",13-02-2025 00:24
2712,1831,walmart shopping 854574,8545.74,"New Aprilview, Malawi",13-01-2025 04:35
2713,1385,credit card payment 762544,7625.44,"Lake Bryan, Venezuela",20-01-2025 04:26
2714,1180,amazon purchase 650922,6509.22,"Port Sierraton, Norfolk Island",14-01-2025 23:20
2715,2094,credit card payment 11937,1193.7,"Rachaelstad, Gambia",22-02-2025 03:48
2716,2183,amazon purchase 411213,4112.13,"New Jerry, Central African Republic",01-02-2025 07:17
2717,3824,walmart shopping 861079,8610.79,"West Daniel, Poland",11-02-2025 16:13
2718,2234,walmart shopping 372535,3725.35,"East Morganville, France",24-02-2025 10:58
2719,2365,amazon purchase 179745,1797.45,"Samanthatown, France",09-03-2025 17:50
2720,2695,suspicious wire transfer 19798,1979.8,"Mackland, French Polynesia",09-01-2025 11:06
2721,2776,credit card payment 390912,3909.12,"New Joseph, Bermuda",14-01-2025 08:43
2722,4748,paypal transfer 514129,5141.29,"Bryantown, Algeria",09-02-2025 10:15
2723,1223,credit card payment 766,76.6,"Lake Daniel, Cape Verde",01-03-2025 04:25
2724,4381,suspicious wire transfer 993841,9938.41,"Mariaborough, United States Virgin Islands",12-03-2025 17:07
2725,4015,paypal transfer 177838,1778.38,"Michaelbury, Micronesia",10-01-2025 19:28
2726,3845,suspicious wire transfer 681151,6811.51,"Rodriguezport, Mozambique",07-01-2025 12:47
2727,2367,credit card payment 286021,2860.21,"Lake Jeremyland, Congo",23-01-2025 20:22
2728,3260,paypal transfer 889833,8898.33,"Lynnmouth, Angola",14-01-2025 11:29
2729,4187,walmart shopping 508906,5089.06,"North Natasha, Tanzania",25-02-2025 22:16
2730,4061,gas station payment 358091,3580.91,"Elizabethtown, Grenada",19-01-2025 23:16
2731,1247,walmart shopping 59675,5967.5,"Robertport, Cameroon",08-02-2025 11:16
2732,1845,gas station payment 175167,1751.67,"New John, Fiji",15-02-2025 04:15
2733,1900,suspicious wire transfer 884759,8847.59,"South Lisa, Brazil",16-02-2025 11:02
2734,1692,paypal transfer 51724,517.24,"Beardshire, Sweden",02-03-2025 14:07
2735,3636,gas station payment 950654,9506.54,"Olsenview, Samoa",26-01-2025 10:41
2736,2154,suspicious wire transfer 964984,9649.84,"Port Hollybury, Germany",14-01-2025 07:35
2737,3508,amazon purchase 438492,4384.92,"Gabrielleton, Falkland Islands (Malvinas)",28-01-2025 18:42
2738,2130,suspicious wire transfer 967276,9672.76,"Kylefurt, Madagascar",08-01-2025 09:26
2739,3800,amazon purchase 472442,4724.42,"New Jeremiahberg, Swaziland",02-01-2025 10:50
2740,1178,suspicious wire transfer 490297,4902.97,"Port Timothybury, Saudi Arabia",28-01-2025 17:10
2741,1683,suspicious wire transfer 611517,6115.17,"Courtneyport, Seychelles",08-02-2025 22:22
2742,2115,walmart shopping 805408,8054.08,"North Chelsea, Niue",22-01-2025 11:32
2743,4005,amazon purchase 454574,4545.74,"Allenstad, Guyana",20-01-2025 13:25
2744,2057,amazon purchase 669758,6697.58,"Danielletown, Costa Rica",28-01-2025 21:04
2745,3666,paypal transfer 65195,6519.5,"New Joel, Venezuela",17-01-2025 18:13
2746,3509,credit card payment 359937,3599.37,"East Joseph, New Caledonia",24-02-2025 09:00
2747,4490,amazon purchase 38306,383.06,"Port Taylor, Zambia",19-01-2025 05:05
2748,1793,paypal transfer 919494,9194.94,"Michaelmouth, Panama",28-02-2025 03:21
2749,2210,amazon purchase 365385,3653.85,"Allisonmouth, Jordan",02-01-2025 23:20
2750,3818,credit card payment 93043,930.43,"Samanthachester, Iraq",27-02-2025 01:02
2751,4025,paypal transfer 507246,5072.46,"Stevenbury, Ukraine",09-02-2025 18:53
2752,4864,paypal transfer 901273,9012.73,"Walterville, Serbia",13-02-2025 15:25
2753,2463,suspicious wire transfer 760022,7600.22,"East Gordonmouth, Jamaica",01-01-2025 11:43
2754,1544,suspicious wire transfer 273768,2737.68,"Rhondafurt, Mexico",01-02-2025 06:16
2755,2030,gas station payment 677168,6771.68,"Port Robertville, Mayotte",08-02-2025 20:06
2756,4071,amazon purchase 678236,6782.36,"Port Paul, Kiribati",28-01-2025 04:32
2757,4755,suspicious wire transfer 418051,4180.51,"North Diana, Argentina",27-02-2025 19:38
2758,2191,paypal transfer 887206,8872.06,"Lake Richardside, Moldova",06-03-2025 08:58
2759,4343,paypal transfer 457027,4570.27,"New Alexis, Kazakhstan",07-02-2025 22:50
2760,2083,amazon purchase 99546,995.46,"East Joshuachester, Bhutan",31-01-2025 03:54
2761,1519,paypal transfer 356545,3565.45,"Lake Angelatown, Singapore",06-02-2025 19:01
2762,1470,walmart shopping 132227,1322.27,"Port Nancy, Belgium",03-02-2025 05:38
2763,2535,credit card payment 683398,6833.98,"Dominguezville, Argentina",11-02-2025 19:49
2764,2203,paypal transfer 323978,3239.78,"New Jacobfort, Bhutan",09-01-2025 19:13
2765,2128,walmart shopping 43239,432.39,"Jeffreyfurt, Sao Tome and Principe",03-03-2025 22:15
2766,2826,paypal transfer 806769,8067.69,"Lake Carolmouth, Philippines",16-01-2025 05:02
2767,4415,credit card payment 928468,9284.68,"Deckerfort, Central African Republic",05-02-2025 23:56
2768,2604,paypal transfer 455507,4555.07,"South Hunter, Nigeria",24-01-2025 05:26
2769,3655,walmart shopping 733502,7335.02,"Harrischester, Denmark",07-02-2025 06:43
2770,3018,suspicious wire transfer 627312,6273.12,"Patriciafort, Haiti",28-02-2025 08:59
2771,3789,walmart shopping 174856,1748.56,"Port Michael, Algeria",06-01-2025 16:48
2772,4039,credit card payment 586578,5865.78,"West Jasonfort, Martinique",06-03-2025 07:48
2773,2469,gas station payment 98865,9886.5,"West Samuelhaven, Heard Island and McDonald Islands",04-03-2025 21:58
2774,3015,walmart shopping 176997,1769.97,"Port Michelle, Norfolk Island",02-03-2025 14:00
2775,1888,gas station payment 633209,6332.09,"Lake Meghanport, Svalbard & Jan Mayen Islands",22-02-2025 18:34
2776,1307,gas station payment 18277,182.77,"Jordanview, Svalbard & Jan Mayen Islands",15-01-2025 23:14
2777,1323,walmart shopping 736573,7365.73,"South Matthew, Lithuania",08-01-2025 14:55
2778,3871,gas station payment 98912,9891.2,"Wilkinsonbury, Venezuela",23-02-2025 08:54
2779,4747,gas station payment 272988,2729.88,"South Ricky, Seychelles",10-02-2025 07:39
2780,4172,amazon purchase 413421,4134.21,"Carrieton, Bosnia and Herzegovina",02-03-2025 11:13
2781,3957,amazon purchase 490306,4903.06,"Carterland, Samoa",31-01-2025 05:00
2782,1935,credit card payment 125235,1252.35,"Arnoldburgh, Brunei Darussalam",02-01-2025 23:47
2783,1993,gas station payment 11348,113.48,"South Laura, Luxembourg",22-01-2025 16:09
2784,2113,amazon purchase 270435,2704.35,"North Adam, Afghanistan",27-01-2025 13:46
2785,2562,amazon purchase 482716,4827.16,"North Daniel, Saint Helena",02-02-2025 13:45
2786,3331,amazon purchase 43916,4391.6,"East Kenneth, Cote d'Ivoire",14-01-2025 23:18
2787,1639,paypal transfer 154064,1540.64,"North Emily, Singapore",03-01-2025 04:44
2788,2716,paypal transfer 29432,2943.2,"New Matthew, Netherlands Antilles",28-01-2025 07:37
2789,3797,amazon purchase 123171,1231.71,"Nicholasmouth, Brunei Darussalam",12-02-2025 05:35
2790,1321,walmart shopping 374402,3744.02,"Prattside, Venezuela",03-01-2025 08:14
2791,1107,gas station payment 825166,8251.66,"Port Christineton, Jersey",04-02-2025 20:54
2792,3251,paypal transfer 522492,5224.92,"New Nicoleborough, Russian Federation",10-02-2025 03:11
2793,1324,suspicious wire transfer 401396,4013.96,"New Jamesmouth, Turks and Caicos Islands",16-02-2025 02:47
2794,2382,walmart shopping 479157,4791.57,"Maryton, Vanuatu",02-03-2025 14:04
2795,2149,suspicious wire transfer 596027,5960.27,"New Joshua, Aruba",10-03-2025 23:59
2796,3110,credit card payment 230824,2308.24,"Kleinchester, Luxembourg",12-03-2025 12:22
2797,2445,suspicious wire transfer 564557,5645.57,"Port Jamesburgh, Singapore",18-02-2025 02:26
2798,1167,walmart shopping 438918,4389.18,"Williamston, Germany",28-02-2025 10:43
2799,2502,suspicious wire transfer 226004,2260.04,"South Karenfort, India",23-01-2025 12:49
2800,3400,amazon purchase 354084,3540.84,"Crystalmouth, Hong Kong",15-02-2025 16:19
2801,4271,suspicious wire transfer 692006,6920.06,"East Michaelhaven, Bhutan",13-02-2025 23:58
2802,1630,credit card payment 23053,2305.3,"South Chadhaven, Martinique",27-02-2025 05:09
2803,1872,paypal transfer 206562,2065.62,"North Christopher, Gibraltar",14-02-2025 11:25
2804,1046,amazon purchase 163108,1631.08,"Melindafurt, Guyana",04-02-2025 23:33
2805,4227,credit card payment 473667,4736.67,"New Bryan, Costa Rica",06-02-2025 23:51
2806,2679,credit card payment 159894,1598.94,"South Anthonyberg, Germany",25-01-2025 00:24
2807,4775,paypal transfer 275629,2756.29,"New Christinaborough, Bolivia",06-02-2025 17:16
2808,4692,walmart shopping 591337,5913.37,"Doughertyshire, Malaysia",22-01-2025 19:53
2809,2334,paypal transfer 265337,2653.37,"Lake Heatherville, Mauritania",09-01-2025 19:27
2810,3834,walmart shopping 955922,9559.22,"South Katieborough, Australia",25-02-2025 16:08
2811,3053,walmart shopping 87367,8736.7,"Alanfort, Somalia",21-01-2025 03:32
2812,2247,amazon purchase 756954,7569.54,"Port Kellyberg, Lao People's Democratic Republic",16-01-2025 04:27
2813,1631,suspicious wire transfer 779525,7795.25,"New Kelly, Greenland",08-03-2025 20:08
2814,1197,walmart shopping 577213,5772.13,"New Chase, Japan",03-01-2025 07:56
2815,4348,suspicious wire transfer 289545,2895.45,"South Nathan, Guyana",01-02-2025 07:12
2816,2199,gas station payment 85299,852.99,"Port Tommytown, Bulgaria",30-01-2025 04:52
2817,3240,suspicious wire transfer 342377,3423.77,"Douglasmouth, Nepal",23-02-2025 11:10
2818,4848,paypal transfer 726547,7265.47,"Karenville, Sierra Leone",07-03-2025 23:52
2819,1428,walmart shopping 222682,2226.82,"Higginsburgh, Venezuela",08-02-2025 06:24
2820,4896,gas station payment 682709,6827.09,"Terrimouth, Greece",26-02-2025 11:11
2821,3701,credit card payment 722134,7221.34,"Christinatown, Togo",14-02-2025 23:47
2822,2007,walmart shopping 803081,8030.81,"Stephenborough, Marshall Islands",20-01-2025 14:49
2823,4012,paypal transfer 672415,6724.15,"Jacksonborough, Cameroon",05-01-2025 20:16
2824,3669,paypal transfer 13773,1377.3,"Lake Andrea, Tuvalu",18-02-2025 23:30
2825,1694,suspicious wire transfer 980805,9808.05,"West Paul, Chad",13-01-2025 18:17
2826,3810,walmart shopping 313141,3131.41,"Adamton, Turkmenistan",04-01-2025 05:34
2827,2914,paypal transfer 282869,2828.69,"Lake Ann, Jersey",10-02-2025 18:44
2828,3785,walmart shopping 876229,8762.29,"Cabrerafurt, Kiribati",25-02-2025 06:31
2829,1139,paypal transfer 680171,6801.71,"Hannahhaven, Costa Rica",17-01-2025 07:43
2830,2265,suspicious wire transfer 295083,2950.83,"North Carlaborough, Afghanistan",10-01-2025 20:52
2831,4570,gas station payment 919218,9192.18,"New Anna, Montenegro",12-02-2025 04:26
2832,1612,gas station payment 696849,6968.49,"Nicholasport, Iraq",18-02-2025 04:36
2833,4723,suspicious wire transfer 719716,7197.16,"West Raymondmouth, Eritrea",29-01-2025 00:53
2834,2470,amazon purchase 429981,4299.81,"Michaelview, Nepal",30-01-2025 02:20
2835,2013,amazon purchase 899696,8996.96,"Lake Travis, Hungary",03-02-2025 03:28
2836,2563,gas station payment 390715,3907.15,"Lake Zacharymouth, Haiti",12-03-2025 09:47
2837,3673,walmart shopping 902393,9023.93,"Lawsonmouth, Dominican Republic",22-01-2025 17:01
2838,3256,credit card payment 55950,5595,"Johntown, Bangladesh",18-01-2025 08:08
2839,1798,paypal transfer 230176,2301.76,"Burnstown, Niger",11-02-2025 23:23
2840,2151,gas station payment 422216,4222.16,"Murphyland, Iraq",21-02-2025 15:55
2841,1194,suspicious wire transfer 536011,5360.11,"Anitachester, Guinea-Bissau",07-03-2025 12:49
2842,3098,suspicious wire transfer 486129,4861.29,"Josephview, Saint Kitts and Nevis",04-01-2025 20:54
2843,4486,suspicious wire transfer 751234,7512.34,"North Veronicastad, Equatorial Guinea",21-01-2025 11:04
2844,1033,credit card payment 167332,1673.32,"Kevinport, Liberia",13-02-2025 20:35
2845,4830,gas station payment 630855,6308.55,"Goodmanton, Comoros",03-01-2025 01:38
2846,3676,credit card payment 460801,4608.01,"Waltonville, Tajikistan",27-02-2025 18:04
2847,4465,gas station payment 813088,8130.88,"New Emilyberg, French Southern Territories",17-01-2025 15:04
2848,4335,suspicious wire transfer 127503,1275.03,"New Alyssaberg, Saint Vincent and the Grenadines",12-03-2025 03:05
2849,1567,walmart shopping 198624,1986.24,"Taraburgh, Comoros",11-01-2025 17:13
2850,4352,credit card payment 33529,3352.9,"Jacksonland, Georgia",24-02-2025 14:15
2851,2543,amazon purchase 377817,3778.17,"Charlotteside, Central African Republic",11-03-2025 11:11
2852,1162,walmart shopping 796084,7960.84,"North Lisastad, Iran",27-02-2025 08:21
2853,2105,suspicious wire transfer 622247,6222.47,"Laurenstad, Angola",14-02-2025 00:45
2854,2885,walmart shopping 43099,430.99,"North Scott, Serbia",13-01-2025 04:19
2855,1085,walmart shopping 371191,3711.91,"North Kristine, Romania",08-01-2025 04:56
2856,4682,suspicious wire transfer 415081,4150.81,"Port Regina, Macao",09-01-2025 11:24
2857,1895,walmart shopping 435848,4358.48,"Leetown, Congo",08-03-2025 19:15
2858,2611,credit card payment 158864,1588.64,"Jasonland, Anguilla",30-01-2025 13:43
2859,2680,walmart shopping 485435,4854.35,"Williamchester, Jordan",12-03-2025 23:03
2860,2912,gas station payment 375317,3753.17,"North Antoniofurt, Cuba",24-02-2025 11:22
2861,2104,paypal transfer 284349,2843.49,"Anthonyside, Malta",23-01-2025 23:26
2862,3325,paypal transfer 999898,9998.98,"New Jane, Palestinian Territory",04-01-2025 15:22
2863,1144,suspicious wire transfer 244263,2442.63,"Sarahville, Ireland",13-01-2025 21:17
2864,3988,paypal transfer 878336,8783.36,"Erinside, Isle of Man",26-02-2025 07:05
2865,2588,paypal transfer 540727,5407.27,"Port Janice, Kuwait",24-02-2025 21:29
2866,2690,amazon purchase 585406,5854.06,"New John, Uruguay",11-01-2025 14:46
2867,4670,paypal transfer 405333,4053.33,"South Jason, Canada",27-02-2025 13:58
2868,2267,walmart shopping 66932,669.32,"Lake Michelleview, Gibraltar",16-02-2025 09:06
2869,3189,gas station payment 735987,7359.87,"North Kendramouth, Ukraine",23-01-2025 06:45
2870,1726,paypal transfer 816606,8166.06,"Port Austin, Slovakia (Slovak Republic)",02-01-2025 05:44
2871,4607,suspicious wire transfer 221786,2217.86,"Rayfurt, Maldives",08-03-2025 05:59
2872,3386,credit card payment 63363,6336.3,"Carterville, Bosnia and Herzegovina",15-02-2025 12:45
2873,1019,walmart shopping 734217,7342.17,"East Rhonda, Latvia",12-02-2025 22:13
2874,4233,suspicious wire transfer 874732,8747.32,"Maryborough, Turkey",10-02-2025 12:58
2875,1421,amazon purchase 884004,8840.04,"New Shannonshire, Latvia",12-02-2025 21:06
2876,1479,paypal transfer 868905,8689.05,"New John, Saint Pierre and Miquelon",06-03-2025 19:19
2877,3524,walmart shopping 221669,2216.69,"Obrienstad, New Caledonia",07-01-2025 02:46
2878,3011,paypal transfer 755267,7552.67,"North Apriltown, Nigeria",08-02-2025 13:09
